ReqComments,ID,Title,HP Surgeon,Date of HP Surgery,PI,LabTracks Requestor,Procedure,Surgery Status,Project ID,IACUC Protocol,DateRangeStart,DateRangeEnd,Light Cycle,LIMs Required,Lims Project Code,LIMStaskflow,LabTracks Group,MID,Pedigree Name,Cage,Sex,Date of Birth,HP Work Station,HP Weight before,HP Weight after,HP Iso Duration,HP Recovery,HP Iso Level,Headpost Type,HP Location,Bregma to Lambda,HP Perferations,HP M/L,HP A/P,HP Diameter,HP Durotomy,Previously Injected,1st Round Inj Surgeon,Date 1st Round Injections,1st Round Inj Workstation,1st Round Inj Weight Before,1st Round Inj Weight After,1st Round Inj Iso Duration,1st Round Inj Iso Level,1st Inj Recovery,2nd Round Inj Surgeon,Date 2nd Round Injections,2nd Round Workstation,2nd Round Inj Weight Before,2nd Round Inj Weight After,2nd Round Inj Iso Duration,2nd Round Inj Iso Level,2nd Inj REcovery,Inj1Round,Inj1VirusStrain,Inj1StorageLocation,Inj 1 Hemisphere,Inj 1 A/P,Inj 1 M/L,Inj 1 D/V,Inj1Type,Inj1Vol,Inj1LenghtofTime,Inj1Current,Inj1AlternatingTime,Inj2Round,Inj2VirusStrain,Inj2StorageLocation,Inj 2 Hemisphere,Inj 2 A/P,Inj 2 M/L,Inj 2 D/V,Inj2Type,Inj2Vol,Inj2LenghtofTime,Inj2Current,Inj2AlternatingTime,Durotomy,Edema (Swelling),Sinus Bleed,Window Clarity,Contusion,Hematoma,Laceration,During 1st Injection,After 1st Injection,1stRoundIontoIssue,During 2nd Injection,After 2nd Injection,2nd Round Ionto Issue,Touch Up Surgeon,Touch Up Status,Touch Up  Completed,Touch Up Weight After,Issue,Exudate Severity,Eye Affected,Eye Issue,Scabbing,CAM  Health Check Surgeon,CAM Go-NoGo Comments,CAM Go-NoGO ISI,CAM Health Check (7d post op),CAM Health Comments,Wellness Comments,inj1volperdepth,Inj1Volperpress,Inj1VirusStrain_rt,Inj2VirusStrain_rt,1stRoundInjComments,1stRoundInjectionComments,2ndRoundInjComments,2ndRoungInjectionComments,HP Surgeon Comments,HPSurgeonComments,Item Type,Path
,2704,544836HP+C Neuropixel style,Conor Grasso,9/21/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/21/2020,9/25/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J(NP),544836,C57BL6J(NP)-544836,02-004-209-1805,Male,7/24/2020,SWS 5,25.8,28.4,2,20,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.541,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,Mild,Central,Mild,None,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/28/2020,,,,,,,,,,,,"Mild contusion on the left side of the window from removing the skull cap (part of it hinged downward compressing the brain) but the damage looked fairly mild and was at the edge of the window, not too visable. A very small spot in the center of the window is a laceration from the durotomy​",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2706,544837HP+C Neuropixel style,Conor Grasso,9/22/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/21/2020,9/25/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J(NP),544837,C57BL6J(NP)-544837,02-004-216-1805,Male,7/24/2020,SWS 5,25.9,28.9,1.67,,1.25,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.71,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,Mild,Central,None,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/29/2020,,,,,,,,,,,,"Mild hematoma at about 2oClock, Bloody dura over the 4/5oClock area i couldnt remove due to a connection to a vessel​",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2708,544838HP+C Neuropixel style,Josh Wilkes,9/21/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/21/2020,9/25/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J(NP),544838,C57BL6J(NP)-544838,02-004-210-1805,Male,2/24/2020,SWS 3,24,26.2,1.5,25,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.6607,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Central,Mild,Moderate,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/28/2020,,,,,,,,,,,,hematoma at 7 position caused during pop​,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2709,546503HP+C Neuropixel style,Josh Wilkes,9/22/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/21/2020,9/25/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,546503,Vip-IRES-Cre;Ai32-546503,02-004-213-1805,Male,8/5/2020,SWS 3,22.5,24.7,2,25,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.66,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Central,None,Moderate,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/29/2020,,,,,,,,,,,,hematoma and drill damage at 7 position​,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2710,546504HP+C Neuropixel style,Tye Johnson,9/21/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/21/2020,9/25/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,546504,Vip-IRES-Cre;Ai32-546504,02-004-207-1805,Male,8/5/2020,SWS 5,20.5,23.1,3.6,20,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.55,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Anterior,Mild,Moderate,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/28/2020,,,,,,,,,,,,"​23.5
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2711,546506HP+C Neuropixel style,Tye Johnson,9/22/2020,Josh Siegle,Severine,HP+C Neuropixel style,Unplanned Acute,102-02-004-10: BTV Observatory Visual Behavior,1805,9/21/2020,9/25/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,546506,Vip-IRES-Cre;Ai32-546506,02-004-212-1805,Male,8/5/2020,SWS 5,23.3,26,2.75,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.5,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,None,Central,Mild,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,9/29/2020,,,,,,,,,,,,,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2715,540287HP+C Neuropixel style,Conor Grasso,9/24/2020,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/21/2020,9/25/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior,VGAT-ChR2-YFP,540287,VGAT-ChR2-YFP,02-004-219-1805,Female,6/26/2020,SWS 5,21.6,24.4,1.45,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.48,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,Mild,Central,None,Mild,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,10/1/2020,,,,,,,,,,,,"went well, some minor drill damage just outside of the window caused a small hematoma at the 7:30 edge of the window​",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2716,546071HP+C Neuropixel style,Tye Johnson,9/24/2020,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/21/2020,9/25/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior,VGAT-ChR2-YFP,546071,VGAT-ChR2-YFP,02-004-218-1805,Male,8/2/2020,SWS 5,25.3,28.1,3.5,30,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.726,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,Mild,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,10/1/2020,,,,,,,,,,,,,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2722,546073HP+C Neuropixel style,Conor Grasso,9/30/2020,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/28/2020,10/2/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior,VGAT-ChR2-YFP,546073,VGAT-ChR2-YFP,02-004-227-1805,Female,,SWS 5,20.3,23,2,5,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.462,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Posterior,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,10/7/2020,,,,,,,,,,,,"went well, but placement was a bit posterior and a good bit of sinus is in the window

",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2729,545996HP+C Neuropixel style,Josh Wilkes,9/28/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/28/2020,10/2/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Sst-IRES-Cre;Ai32,545996,Sst-IRES-Cre;Ai32-545996,02-004-224-1805,Female,8/1/2020,SWS 3,20,22.3,2.5,25,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.667,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,None,Central,Mild,Moderate,Mild,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,10/5/2020,,,,,,,,,,,,"​moderate hematoma at the 7 position
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2730,546507HP+C Neuropixel style,Josh Wilkes,9/29/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/28/2020,10/2/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,546507,Vip-IRES-Cre;Ai32-546507,02-004-225-1805,Female,8/5/2020,SWS 3,19,20.7,2,20,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.55,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,None,Moderate,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,10/6/2020,,,,,,,,,,,,"​damage at 7 position from pop
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2731,546508HP+C Neuropixel style,Tye Johnson,9/28/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/28/2020,10/2/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,546508,Vip-IRES-Cre;Ai32-546508,02-004-223-1805,Female,8/5/2020,SWS 5,18.6,21.4,4.5,30,1.25,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.336,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,Mild,Central,None,Mild,Severe,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,10/5/2020,,,,,,,,,,,,"​8-9 lacteration caused by acsf needle.

Kwik-cast not drying, lightly metabonded so Kat can look at it tomorrow (9/29)
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2734,546512HP+C Neuropixel style,Conor Grasso,9/28/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/28/2020,10/2/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,546512,Vip-IRES-Cre;Ai32-546512,02-004-222-1805,Male,8/5/2020,SWS 5,25.4,28.1,1.5,20,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.114,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,None,Central,None,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,10/5/2020,,,,,,,,,,,,"Mild hematoma at the lateral edge of the window.
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2737,548464HP+C Neuropixel style,Kat North,9/28/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/28/2020,10/2/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J,548464,C57BL6J-548464,02-004-220-1805,Male,8/15/2020,Select...,22,24.9,2,10,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.351,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,10/5/2020,,,,,,,,,,,,"​Surgery went well
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2739,548465HP+C Neuropixel style,Robert Howard,9/28/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,9/28/2020,10/2/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J,548465,C57BL6J-548465,,Select...,,SWS 7,,,,,Select...,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,None,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,10/5/2020,,,,,,,,,,,,,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2745,546513HP+C Neuropixel style,Tye Johnson,10/5/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,10/5/2020,10/9/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,546513,Vip-IRES-Cre;Ai32-546513,02-004-229-1805,Female,8/5/2020,SWS 5,20.6,23.2,3.5,5,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.619,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,None,Central,Moderate,Moderate,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,10/12/2020,,,,,,,,,,,,,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2746,547866HP+C Neuropixel style,Tye Johnson,10/6/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,10/5/2020,10/9/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,Vip-IRES-Cre;Ai32,547866,Vip-IRES-Cre;Ai32-547866,02-004-231-1805,Female,8/5/2020,SWS 5,19,21.6,3.9,10,1.75,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.77,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,Mild,Medial,Mild,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,10/13/2020,,,,,,,,,,,,"​Had to recoverslip 
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2747,548466HP+C Neuropixel style,Emily Gelfand,10/7/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,10/5/2020,10/9/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J,548466,C57BL6J-548466,02-004-232-1805,Female,8/15/2020,SWS 7,16.4,18.8,1.75,10,1.25,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.184,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Mild,Severe,Central,None,None,Moderate,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,10/14/2020,,,,,,,,,,,,"​pop damage along r side including sinus, esp at 6 o'clock. Hail mary'd when coverslipping and gave 1.5ml LRS due to bleeding. Animal seemed to recover surprisingly well.
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2749,548715HP+C Neuropixel style,Josh Wilkes,10/8/2020,Josh Siegle,Severine,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,10/5/2020,10/9/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Brain Observatory Visual Behavior Neuropixel,C57BL6J,548715,C57BL6J-548715,02-004-235-1805,Female,8/17/2020,SWS 3,18,20.3,2,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4667,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,Moderate,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,10/15/2020,,,,,,,,,,,,"​Hematoma seen at 2 and 7 position after pop, went well otherwise 

",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2908,556348HP+C Neuropixel style,Conor Grasso,12/17/2020,Sam Gale,Sam Gale,HP+C Neuropixel style,Unplanned Acute,102-02-004-10: BTV Observatory Visual Behavior,1805,12/14/2020,12/18/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior 2,VGAT-ChR2-YFP,556348,VGAT-ChR2-YFP,02-004-287-1805,Male,10/7/2020,SWS 5,23,25.9,1.5,15,2,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.586,Select if applicable...,2.8,1.3,5mm,Select...,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,None,None,Central,None,Moderate,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,12/24/2020,,,,,,,,,,,,"​Some surface level damage on the lateral side of the window, my best guess is there was a lot of vessels connected to the dura and cortex that i ripped. Typically, the left side of the window doesn't have any dura/cortex connections but when i peeled back the dura from that side, a lot of bleeding sprung up. I spent very little time over there and my tools didn't damage the cortex directly so severed vessels are my best guess, hopefully it heals up. Some dura still present in the window on the lower medial edge of the window due to its connection to a large vessel. 
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,2909,556352HP+C Neuropixel style,Josh Wilkes,12/16/2020,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,12/14/2020,12/18/2020,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior 2,VGAT-ChR2-YFP,556352,VGAT-ChR2-YFP,02-004-284-1805,Female,10/7/2020,SWS 3,21.8,23,2,15,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,4.848,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Complete,Moderate,Mild,Central,Mild,Mild,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,12/23/2020,,,,,,,,,,,,"​Mild hematoma at 1 position from pop. Small black hair was embedded in the dura directly above sinus. After trying to remove it several times I determined that the risk of damaging the sinus was too high to continue
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,3010,556350HP+C Neuropixel style,Ben Ouellette,2/8/2021,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,2/8/2021,2/12/2021,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior 2,VGAT-ChR2,556350,VGAT-ChR2,,Female,10/7/2021,SWS 6,24.3,27.1,1.75,15,1.75,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,-4.62,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Torn & Complete,Moderate,Moderate,Central,None,Moderate,None,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,2/15/2021,,,,,,,,,,,,,Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
,3011,562597HP+C Neuropixel style,Tye Johnson,2/11/2021,Sam Gale,Sam Gale,HP+C Neuropixel style,Ready for Feedback,102-02-004-10: BTV Observatory Visual Behavior,1805,2/8/2021,2/12/2021,Reverse (9pm to 9am),Yes,NeuropixelVisualBehaviorDevelopment,Ephys Dev Visual Behavior 2,VGAT-ChR2,562597,VGAT-ChR2,02-004-312-1805,Male,11/27/2020,SWS 5,26.6,28.8,2.5,20,1.5,Neuropixel-style headframe (0160-100-10/0160-200-36),Left,,Select if applicable...,2.8,1.3,5mm,Yes,Select...,,,Select...,,,,Select...,,,,Select...,,,,Select...,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Select...,,Vivarium -80,Select...,,,,Select...,,,,,Torn & Complete,Severe,Severe,Central,Mild,Mild,Severe,Select...,Select...,Select...,Select...,Select...,Select...,,Select...,,,Select...,Select...,Select...,Select...,Select...,,,,2/18/2021,,,,,,,,,,,,"​Drill damage at 1 o'clock

Additional 0.5mL LRS administered
",Item,BrainScience/IVS/Neurosurgery-Behavior/Lists/SWR 2018Present
